iter	Logloss
585	0.5230376529
586	0.5229024182
587	0.5227869516
588	0.522604547
589	0.5224701482
590	0.5223692648
591	0.5222665415
592	0.5220830172
593	0.5218305456
594	0.5217070149
595	0.5215902091
596	0.5214701801
597	0.5214439439
598	0.5212987748
599	0.5211336224
600	0.5210398153
601	0.5208500479
602	0.5206838073
603	0.5205536341
604	0.5204204189
605	0.5202935893
606	0.5200887451
607	0.5200541758
608	0.5199124206
609	0.5196827482
610	0.5195844345
611	0.5194139569
612	0.5192757299
613	0.5191914733
614	0.5190345953
615	0.5189537122
616	0.5188139529
617	0.518748668
618	0.5185835665
619	0.5183842402
620	0.5182732198
621	0.5181166433
622	0.5179351239
623	0.5177937211
624	0.5175950326
625	0.5174711148
626	0.5173914267
627	0.5171694978
628	0.5170098398
629	0.5167226306
630	0.5165351753
631	0.5163816065
632	0.5162005655
633	0.5160787962
634	0.5158961436
635	0.5157258944
636	0.5156236877
637	0.5153816841
638	0.515279169
639	0.5150792026
640	0.515027058
641	0.5149788873
642	0.5148233532
643	0.5145472991
644	0.5144197178
645	0.5141029012
646	0.513873318
647	0.5137008785
648	0.5136277043
649	0.5134481391
650	0.5133208637
651	0.5131606641
652	0.513018168
653	0.5128554599
654	0.512759389
655	0.5126261667
656	0.5124734029
657	0.5123448472
658	0.5121850457
659	0.5120728919
660	0.5119678867
661	0.5117605582
662	0.511568154
663	0.5114746979
664	0.5113977378
665	0.5112953293
666	0.511149258
667	0.5110132909
668	0.5108563096
669	0.5106791036
670	0.5106121198
671	0.5102857348
672	0.5101862503
673	0.509970244
674	0.5099211576
675	0.509807629
676	0.5096627309
677	0.5094651744
678	0.509331846
679	0.5092153149
680	0.5091091875
681	0.5090231075
682	0.5088492958
683	0.5085293352
684	0.508400666
685	0.5082966285
686	0.5081049307
687	0.5080405951
688	0.5078967728
689	0.5077466077
690	0.5075210768
691	0.5073901556
692	0.5073149
693	0.5072303989
694	0.5071272709
695	0.5068732911
696	0.5067813356
697	0.506640739
698	0.5064347809
699	0.5063316189
700	0.5061640379
701	0.5060223596
702	0.5058107763
703	0.505680381
704	0.5054959195
705	0.5052052626
706	0.5049832055
707	0.5048101473
708	0.5045925307
709	0.5045154957
710	0.5044167371
711	0.5042199837
712	0.5040409025
713	0.5039001929
714	0.5038038465
715	0.5035554815
716	0.5033968056
717	0.5032636752
718	0.5031467057
719	0.5030189229
720	0.5029621103
721	0.5027970604
722	0.5026496527
723	0.5025306051
724	0.5023315845
725	0.502183993
726	0.502030916
727	0.5017778245
728	0.5016698368
729	0.5015631957
730	0.5012447977
731	0.5011753132
732	0.5010263564
733	0.5007819705
734	0.5006627867
735	0.5005654223
736	0.5005012884
737	0.5003299681
738	0.5001919891
739	0.5000860065
740	0.5000117435
741	0.499944443
742	0.4997723028
743	0.4996384247
744	0.4995625304
745	0.4993402019
746	0.4992586116
747	0.4991238935
748	0.4989803176
749	0.498857419
750	0.4987123094
751	0.4986030708
752	0.4983836421
753	0.4979922185
754	0.4977761455
755	0.4975755166
756	0.4974239569
757	0.4972966041
758	0.4971361288
759	0.4970456474
760	0.4969996827
761	0.496864066
762	0.4966535931
763	0.4964584338
764	0.4963064189
765	0.496107452
766	0.4959725846
767	0.4956589465
768	0.4954350089
769	0.4953301278
770	0.495152857
771	0.4950295525
772	0.4948865617
773	0.494762787
774	0.4946001327
775	0.4945055864
776	0.4944136933
777	0.4943805898
778	0.4942886919
779	0.4942205431
780	0.4940936537
781	0.4939132156
782	0.493591111
783	0.4933804806
784	0.4932361501
785	0.4931357554
786	0.4929707419
787	0.4927908298
788	0.4927534682
789	0.4926426289
790	0.4923910283
791	0.4922136935
792	0.4920178702
793	0.4918683668
794	0.4916466914
795	0.4915868385
796	0.491394544
797	0.4912616622
798	0.4911066276
799	0.4908549718
800	0.4906506349
801	0.490539255
802	0.4904640066
803	0.4903936636
804	0.4903116394
805	0.4902026548
806	0.4900100425
807	0.489897066
808	0.4897614986
809	0.4896104566
810	0.4894448327
811	0.4893769521
812	0.4892518059
813	0.489177271
814	0.48907036
815	0.4889238281
816	0.4887982449
817	0.4886080915
818	0.4884715059
819	0.4882599061
820	0.4880897154
821	0.4879646962
822	0.4877955287
823	0.4876565821
824	0.4875056788
825	0.4873139647
826	0.4872175682
827	0.4871343736
828	0.4869873183
829	0.4868770862
830	0.4867083295
831	0.4865729965
832	0.4863534197
833	0.4862729976
834	0.4861801448
835	0.485944331
836	0.4858536917
837	0.4858065642
838	0.4855539129
839	0.4854182437
840	0.4852914572
841	0.4850638343
842	0.4849295636
843	0.4847623907
844	0.4846084786
845	0.4844481524
846	0.4842486768
847	0.484086103
848	0.4839280883
849	0.48381084
850	0.4836261657
851	0.4834820687
852	0.4833327102
853	0.4832485871
854	0.4830912468
855	0.4829896871
856	0.4827228204
857	0.4825586225
858	0.4824651414
859	0.482356123
860	0.4822496251
861	0.4820538586
862	0.4818834528
863	0.4817618129
864	0.4816525679
865	0.4815248657
866	0.4814110706
867	0.4812541888
868	0.4810721334
869	0.4809246193
870	0.4808038613
871	0.4806790156
872	0.480451221
873	0.4801931602
874	0.4800353308
875	0.4799604751
876	0.479887195
877	0.479736884
878	0.479625562
879	0.4795611971
880	0.4793685526
881	0.4790933617
882	0.4790211941
883	0.4788082166
884	0.478717781
885	0.4784373908
886	0.4782712041
887	0.4780465424
888	0.4778344318
889	0.4776165718
890	0.4774600135
891	0.4773073775
892	0.4771736945
893	0.4770239551
894	0.4767490614
895	0.4765637078
896	0.4764329803
897	0.4762932462
898	0.4761372552
899	0.4758799132
900	0.4757000036
901	0.4755225525
902	0.4754702225
903	0.4753558308
904	0.4752938677
905	0.4751707546
906	0.4750171219
907	0.4748540839
908	0.4747120674
909	0.4745309035
910	0.4743606604
911	0.4741175875
912	0.4739918648
913	0.4738551289
914	0.4737919586
915	0.4736350435
916	0.4734994404
917	0.4733327666
918	0.473179699
919	0.4730323778
920	0.4729238376
921	0.4727297469
922	0.4725931956
923	0.4725621952
924	0.4723278795
925	0.4721983839
926	0.4720337135
927	0.4718230687
928	0.4716382899
929	0.4715191318
930	0.4713572105
931	0.4712142681
932	0.4711599129
933	0.4709670578
934	0.4708687078
935	0.4707461477
936	0.4706064913
937	0.4704404591
938	0.4701795348
939	0.4698944695
940	0.4698128231
941	0.4697542351
942	0.4695257929
943	0.4694092127
944	0.469211027
945	0.4690095216
946	0.4689380734
947	0.4688059069
948	0.4686123496
949	0.4683866473
950	0.468254865
951	0.4680921969
952	0.4680072552
953	0.4678268681
954	0.4676939157
955	0.4674616944
956	0.467204627
957	0.467100749
958	0.4668179423
959	0.466747269
960	0.4664738243
961	0.4663472107
962	0.4661946588
963	0.4660649811
964	0.4657945088
965	0.4656774738
966	0.465459574
967	0.4653653304
968	0.4651383159
969	0.4649191503
970	0.4648209771
971	0.4646968745
972	0.4645763114
973	0.4643848229
974	0.4642522332
975	0.464052223
976	0.4639466478
977	0.4637501297
978	0.4636137298
979	0.4634380805
980	0.4633952103
981	0.4632721916
982	0.4631448878
983	0.4630816862
984	0.4629721934
985	0.4627201214
986	0.4625271498
987	0.462452724
988	0.4622136364
989	0.4619972117
990	0.4618370384
991	0.4616531
992	0.4615457122
993	0.4611928782
994	0.461069843
995	0.4609882033
996	0.4608415805
997	0.4606839302
998	0.4605367745
999	0.4604282949
