iter	Logloss
722	0.2719682979
723	0.2716847613
724	0.2715285714
725	0.2710843126
726	0.2709398357
727	0.2703924349
728	0.2702562643
729	0.2700310234
730	0.2699535768
731	0.2697674641
732	0.2697093055
733	0.2694939655
734	0.269116828
735	0.2690178824
736	0.2688245062
737	0.2684068026
738	0.2682901983
739	0.2681258278
740	0.2677500603
741	0.2675144794
742	0.2672718913
743	0.2671615308
744	0.2670964646
745	0.2669633175
746	0.2667079358
747	0.2665985253
748	0.2665166256
749	0.2664102978
750	0.2660456153
751	0.2658221955
752	0.2654949121
753	0.2653429374
754	0.265022832
755	0.2648480415
756	0.2644443118
757	0.264300081
758	0.2641182273
759	0.2638362351
760	0.2635077526
761	0.2631883132
762	0.2627292742
763	0.2625312057
764	0.2624277716
765	0.2621037877
766	0.2618285658
767	0.261447934
768	0.2612565072
769	0.2610708343
770	0.2606743959
771	0.2604629746
772	0.2603738847
773	0.2601755824
774	0.259952528
775	0.2596095309
776	0.2592557769
777	0.2590126322
778	0.2588051122
779	0.258443111
780	0.2580279058
781	0.2579545166
782	0.257780407
783	0.2575870194
784	0.2574180415
785	0.2573906452
786	0.257031877
787	0.2565929409
788	0.2564769173
789	0.2563664475
790	0.2559402377
791	0.255593304
792	0.2554626329
793	0.2553062437
794	0.2548858268
795	0.2548061379
796	0.2545120633
797	0.2544047083
798	0.2540437741
799	0.2538661857
800	0.2535629684
801	0.2532237233
802	0.2530082776
803	0.2526164261
804	0.2523566286
805	0.2517858967
806	0.2514849498
807	0.2512419867
808	0.2511708193
809	0.2510474374
810	0.2508348477
811	0.2505429535
812	0.2501787461
813	0.2499101303
814	0.2496202835
815	0.2493263326
816	0.2491838049
817	0.2489852672
818	0.2486368339
819	0.2483748927
820	0.2477504152
821	0.2476240379
822	0.2472122407
823	0.2470904679
824	0.2468818007
825	0.2466056127
826	0.2462783973
827	0.2461537863
828	0.2458677815
829	0.2455787422
830	0.2454165252
831	0.2450712051
832	0.2448269007
833	0.2447324419
834	0.2445771566
835	0.2445028005
836	0.2441690727
837	0.2440093366
838	0.2437325625
839	0.2434781814
840	0.2433383929
841	0.2429717293
842	0.2426420054
843	0.2424198512
844	0.2422857397
845	0.242104048
846	0.2417958067
847	0.2415793029
848	0.2413943372
849	0.2410070901
850	0.2405983146
851	0.2402740112
852	0.2399198374
853	0.239653607
854	0.2392314502
855	0.2390453343
856	0.2386594652
857	0.2382481483
858	0.2377969776
859	0.2376660766
860	0.2374358946
861	0.237104154
862	0.2370467815
863	0.2366706599
864	0.2365819342
865	0.2363174539
866	0.2359341927
867	0.2357301443
868	0.2356045323
869	0.2354531926
870	0.235383732
871	0.2352095601
872	0.2348971535
873	0.2345928757
874	0.2343689518
875	0.2340312296
876	0.2336775623
877	0.2333526366
878	0.2331283826
879	0.2328929116
880	0.2324664779
881	0.2321771075
882	0.2318324545
883	0.2316264898
884	0.2312898217
885	0.2309618628
886	0.2306389403
887	0.2303829604
888	0.2300489645
889	0.2297727184
890	0.2295368129
891	0.229434927
892	0.2290513929
893	0.2289531987
894	0.2286010304
895	0.2282970273
896	0.2280790582
897	0.2278621664
898	0.227514904
899	0.2272017513
900	0.226640632
901	0.2264139421
902	0.2262129704
903	0.2260308966
904	0.2258854439
905	0.2253491519
906	0.2252171953
907	0.2248971092
908	0.2245073863
909	0.2243908628
910	0.2240969839
911	0.2238046029
912	0.2235433987
913	0.2233337027
914	0.2230891799
915	0.2227348167
916	0.2225499467
917	0.2220545134
918	0.2217599514
919	0.2214156547
920	0.2212804218
921	0.2208265074
922	0.2205918267
923	0.2204968829
924	0.2203883303
925	0.2202534425
926	0.2198820747
927	0.2196038179
928	0.2193266095
929	0.2188801466
930	0.2186141986
931	0.2182771225
932	0.217914516
933	0.2178384917
934	0.217657362
935	0.2173413382
936	0.2172109339
937	0.2169601817
938	0.2167172824
939	0.2163015763
940	0.2160217968
941	0.2157349739
942	0.2154633026
943	0.2153179251
944	0.2152514213
945	0.2147927322
946	0.2147325472
947	0.2145362985
948	0.214292624
949	0.2138770702
950	0.2137285065
951	0.2135630739
952	0.2131770546
953	0.212914906
954	0.2126301553
955	0.2123622774
956	0.2120548885
957	0.2117083439
958	0.2113465267
959	0.2111942825
960	0.211160002
961	0.2110323424
962	0.2109825071
963	0.2107147078
964	0.2104235887
965	0.2100796095
966	0.2100382044
967	0.2096753663
968	0.209267168
969	0.2089208095
970	0.2086905173
971	0.2084613633
972	0.2080867214
973	0.2078019369
974	0.2077386971
975	0.2076507735
976	0.2074371289
977	0.2073632763
978	0.2073317406
979	0.207276396
980	0.206827663
981	0.2065745833
982	0.2062752928
983	0.2062222699
984	0.2061808914
985	0.2057356444
986	0.2054805133
987	0.2052262757
988	0.2050592611
989	0.2047788111
990	0.2044341568
991	0.2041593964
992	0.2041227586
993	0.2038125508
994	0.2034519178
995	0.2032162583
996	0.2028736909
997	0.2026380713
998	0.2022550942
999	0.2018924884
